2026-01-18T18:14:58.136509Z  INFO Selected model: gpt-5.2, Selected effort: high
+  alchemy: {
+    id: "alchemy",
+    name: "Alchemy",
+  },
+  combat: {
+    id: "combat",
+    name: "Combat",
+  },
+})
+
+export const RESOURCES = /** @type {const} */ ({
+  wood: { id: "wood", name: "Wood" },
+  ore: { id: "ore", name: "Ore" },
+  bars: { id: "bars", name: "Bars" },
+  herbs: { id: "herbs", name: "Herbs" },
+  potions: { id: "potions", name: "Potions" },
+  meat: { id: "meat", name: "Raw Meat" },
+  rations: { id: "rations", name: "Rations" },
+  gold: { id: "gold", name: "Gold" },
+})
+
+export const BUILDINGS = /** @type {const} */ ({
+  campfire: {
+    id: "campfire",
+    name: "Campfire",
+    desc: "Improves cooking and recovery.",
+    baseCost: { wood: 30, meat: 10 },
+    costScale: 1.5,
+  },
+  workshop: {
+    id: "workshop",
+    name: "Workshop",
+    desc: "Improves gathering efficiency.",
+    baseCost: { wood: 60, ore: 20 },
+    costScale: 1.6,
+  },
+  forge: {
+    id: "forge",
+    name: "Forge",
+    desc: "Unlocks smelting and simple gear.",
+    baseCost: { wood: 40, ore: 60 },
+    costScale: 1.7,
+  },
+  alchemistHut: {
+    id: "alchemistHut",
+    name: "Alchemist Hut",
+    desc: "Unlocks potions and improves expeditions.",
+    baseCost: { wood: 50, herbs: 25 },
+    costScale: 1.7,
+  },
+  barracks: {
+    id: "barracks",
+    name: "Barracks",
+    desc: "Improves combat power.",
+    baseCost: { wood: 80, bars: 20 },
+    costScale: 1.8,
+  },
+  storehouse: {
+    id: "storehouse",
+    name: "Storehouse",
+    desc: "Increases storage capacity.",
+    baseCost: { wood: 120, ore: 30 },
+    costScale: 1.65,
+  },
+  scoutLodge: {
+    id: "scoutLodge",
+    name: "Scout Lodge",
+    desc: "More loot, fewer nasty surprises.",
+    baseCost: { wood: 90, herbs: 15, gold: 50 },
+    costScale: 1.75,
+  },
+  townHall: {
+    id: "townHall",
+    name: "Town Hall",
+    desc: "Unlocks founding a new settlement (prestige).",
+    baseCost: { wood: 200, bars: 50, gold: 200 },
+    costScale: 2.0,
+  },
+})
+
+export function listSkillIds() {
+  return /** @type {Array<keyof typeof SKILLS>} */ (Object.keys(SKILLS))
+}
+
+export function listBuildingIds() {
+  return /** @type {Array<keyof typeof BUILDINGS>} */ (Object.keys(BUILDINGS))
+}
+
+export function listResourceIds() {
+  return /** @type {Array<keyof typeof RESOURCES>} */ (Object.keys(RESOURCES))
+}
+
*** Add File: src/game/math.js
+export function clamp(min, value, max) {
+  return Math.max(min, Math.min(max, value))
+}
+
+export function xpForLevel(level) {
+  // Smooth but not explosive: ~5k xp to reach lvl 10, ~100k to reach lvl 50
+  return Math.floor(40 * level * level + 60 * level)
+}
+
+export function levelFromXp(xp, maxLevel = 99) {
+  let level = 1
+  for (let next = 2; next <= maxLevel; next++) {
+    if (xp < xpForLevel(next)) return level
+    level = next
+  }
+  return maxLevel
+}
+
+export function nextLevelProgress(xp, maxLevel = 99) {
+  const level = levelFromXp(xp, maxLevel)
+  if (level >= maxLevel) {
+    return { level, xpIntoLevel: 0, xpForNext: 0, pct: 1 }
+  }
+  const xpThis = xpForLevel(level)
+  const xpNext = xpForLevel(level + 1)
+  const xpIntoLevel = Math.max(0, xp - xpThis)
+  const xpForNext = xpNext - xpThis
+  const pct = xpForNext > 0 ? xpIntoLevel / xpForNext : 0
+  return { level, xpIntoLevel, xpForNext, pct }
+}
+
+export function scaleCost(base, scale, level) {
+  const out = {}
+  for (const [k, v] of Object.entries(base)) {
+    out[k] = Math.ceil(v * Math.pow(scale, Math.max(0, level - 1)))
+  }
+  return out
+}
+
+export function canAfford(resources, cost) {
+  for (const [k, v] of Object.entries(cost)) {
+    if ((resources[k] ?? 0) < v) return false
+  }
+  return true
+}
+
+export function payCost(resources, cost) {
+  for (const [k, v] of Object.entries(cost)) {
+    resources[k] = (resources[k] ?? 0) - v
+  }
+}
+
*** Add File: src/game/rng.js
+// Deterministic RNG (mulberry32) so expeditions are replayable from a seed.
+export function mulberry32(seed) {
+  let t = seed >>> 0
+  return function rand() {
+    t += 0x6d2b79f5
+    let x = Math.imul(t ^ (t >>> 15), 1 | t)
+    x ^= x + Math.imul(x ^ (x >>> 7), 61 | x)
+    return ((x ^ (x >>> 14)) >>> 0) / 4294967296
+  }
+}
+
+export function randomInt(rand, minInclusive, maxExclusive) {
+  return Math.floor(rand() * (maxExclusive - minInclusive)) + minInclusive
+}
+
*** Add File: src/game/state.js
+import { listBuildingIds, listResourceIds, listSkillIds } from "./content.js"
+
+export const SAVE_VERSION = 1
+
+export function createDefaultState(now = Date.now()) {
+  const skills = {}
+  for (const id of listSkillIds()) {
+    skills[id] = { xp: 0 }
+  }
+
+  const resources = {}
+  for (const id of listResourceIds()) {
+    resources[id] = 0
+  }
+
+  const buildings = {}
+  for (const id of listBuildingIds()) {
+    buildings[id] = { level: 0 }
+  }
+
+  // Some starting scraps so you can click around immediately.
+  resources.wood = 20
+  resources.ore = 10
+  resources.meat = 5
+  resources.herbs = 5
+
+  return {
+    version: SAVE_VERSION,
+    meta: {
+      createdAt: now,
+      updatedAt: now,
+      lastTickAt: now,
+    },
+    ui: {
+      tab: "town", // town | skills | expedition | prestige | settings
+      log: [],
+    },
+    legacy: {
+      points: 0,
+      bonuses: {
+        globalXpMult: 1,
+        globalYieldMult: 1,
+      },
+    },
+    skills,
+    resources,
+    buildings,
+    equipment: {
+      weaponTier: 0,
+      armorTier: 0,
+    },
+    activity: {
+      type: "idle", // idle | gather | craft | expedition
+      gatherSkill: "woodcutting",
+      craft: { recipeId: "smeltBars" },
+    },
+    expedition: {
+      active: false,
+      seed: 0,
+      risk: 1, // 1..3
+      roomIndex: 0,
+      roomCount: 0,
+      room: null,
+      pendingChoice: null, // { kind, options: [...] }
+      stats: {
+        roomsCleared: 0,
+        bossesDefeated: 0,
+      },
+    },
+  }
+}
+
*** Add File: src/game/store.js
+import { SAVE_VERSION, createDefaultState } from "./state.js"
+
+function safeJsonParse(text) {
+  try {
+    return JSON.parse(text)
+  } catch {
+    return null
+  }
+}
+
+function migrateSave(raw) {
+  if (!raw || typeof raw !== "object") return null
+  if (raw.version === SAVE_VERSION) return raw
+  return null
+}
+
+export function createStore({ storageKey }) {
+  /** @type {ReturnType<typeof createDefaultState>} */
+  let state = createDefaultState()
+  const listeners = new Set()
+  let dirty = false
+
+  function notify() {
+    for (const l of listeners) l(state)
+  }
+
+  function getState() {
+    return state
+  }
+
+  function update(mutator) {
+    mutator(state)
+    state.meta.updatedAt = Date.now()
+    dirty = true
+    notify()
+  }
+
+  function subscribe(listener) {
+    listeners.add(listener)
+    return () => listeners.delete(listener)
+  }
+
+  function load() {
+    const rawText = localStorage.getItem(storageKey)
+    if (!rawText) return
+    const raw = safeJsonParse(rawText)
+    const migrated = migrateSave(raw)
+    if (!migrated) return
+    state = migrated
+    dirty = false
+    notify()
+  }
+
+  function save() {
+    if (!dirty) return
+    localStorage.setItem(storageKey, JSON.stringify(state))
+    dirty = false
+  }
+
+  function hardReset() {
+    state = createDefaultState()
+    dirty = true
+    save()
+    notify()
+  }
+
+  return { getState, update, subscribe, load, save, hardReset }
+}
+
*** End Patch
2026-01-18T18:26:52.223157Z  INFO ToolCall: update_plan {"plan":[{"step":"Read game idea requirements", "status":"completed"},{"step":"Design state and content data", "status":"completed"},{"step":"Implement simulation and persistence", "status":"in_progress"},{"step":"Build UI screens and controls", "status":"pending"},{"step":"Integrate with Three.js background", "status":"pending"},{"step":"Sanity-check in-node utilities", "status":"pending"}]}
2026-01-18T18:28:07.199062Z  INFO ToolCall: apply_patch *** Begin Patch
*** Add File: src/game/format.js
+export function formatInt(n) {
+  const x = Math.floor(Number(n) || 0)
+  return x.toLocaleString()
+}
+
+export function formatNumber(n, digits = 2) {
+  const x = Number(n) || 0
+  return x.toLocaleString(undefined, { maximumFractionDigits: digits })
+}
+
+export function formatSeconds(sec) {
+  const s = Math.max(0, Math.floor(sec))
+  const h = Math.floor(s / 3600)
+  const m = Math.floor((s % 3600) / 60)
+  const r = s % 60
+  if (h > 0) return `${h}h ${m}m`
+  if (m > 0) return `${m}m ${r}s`
+  return `${r}s`
+}
+
*** Add File: src/game/log.js
+export function pushLog(state, message) {
+  const ts = new Date().toLocaleTimeString(undefined, { hour: "2-digit", minute: "2-digit" })
+  state.ui.log.unshift(`[${ts}] ${message}`)
+  state.ui.log.length = Math.min(state.ui.log.length, 80)
+}
+
*** Add File: src/game/recipes.js
+export const RECIPES = /** @type {const} */ ({
+  smeltBars: {
+    id: "smeltBars",
+    name: "Smelt Bars",
+    skill: "smithing",
+    durationSec: 2.5,
+    in: { ore: 3 },
+    out: { bars: 1 },
+    xp: 8,
+    requiresBuilding: "forge",
+  },
+  cookRations: {
+    id: "cookRations",
+    name: "Cook Rations",
+    skill: "cooking",
+    durationSec: 2.0,
+    in: { meat: 2 },
+    out: { rations: 1 },
+    xp: 7,
+    requiresBuilding: "campfire",
+  },
+  brewPotions: {
+    id: "brewPotions",
+    name: "Brew Potions",
+    skill: "alchemy",
+    durationSec: 3.5,
+    in: { herbs: 3 },
+    out: { potions: 1 },
+    xp: 10,
+    requiresBuilding: "alchemistHut",
+  },
+  craftWeapon: {
+    id: "craftWeapon",
+    name: "Craft Weapon (Tier +1)",
+    skill: "smithing",
+    durationSec: 6.0,
+    in: { bars: 12, wood: 10 },
+    out: {},
+    xp: 35,
+    requiresBuilding: "forge",
+    special: "weapon",
+  },
+  craftArmor: {
+    id: "craftArmor",
+    name: "Craft Armor (Tier +1)",
+    skill: "smithing",
+    durationSec: 7.0,
+    in: { bars: 16 },
+    out: {},
+    xp: 40,
+    requiresBuilding: "forge",
+    special: "armor",
+  },
+})
+
+export function listRecipeIds() {
+  return /** @type {Array<keyof typeof RECIPES>} */ (Object.keys(RECIPES))
+}
+
*** Add File: src/game/modifiers.js
+export function computeModifiers(state) {
+  const b = state.buildings
+
+  const globalXpMult =
+    (state.legacy?.bonuses?.globalXpMult ?? 1) * (1 + 0.02 * (b.townHall?.level ?? 0))
+
+  const globalYieldMult = state.legacy?.bonuses?.globalYieldMult ?? 1
+
+  const gatherYieldMult = globalYieldMult * (1 + 0.07 * (b.workshop?.level ?? 0))
+  const gatherXpMult = globalXpMult
+
+  const smithingSpeedMult = 1 + 0.08 * (b.forge?.level ?? 0)
+  const cookingSpeedMult = 1 + 0.1 * (b.campfire?.level ?? 0)
+  const alchemySpeedMult = 1 + 0.08 * (b.alchemistHut?.level ?? 0)
+
+  const combatPowerMult = 1 + 0.07 * (b.barracks?.level ?? 0)
+  const lootMult = 1 + 0.05 * (b.scoutLodge?.level ?? 0) + 0.03 * (b.alchemistHut?.level ?? 0)
+  const injuryChanceMult = 1 - Math.min(0.35, 0.04 * (b.scoutLodge?.level ?? 0))
+
+  const storageCap = 200 + 150 * (b.storehouse?.level ?? 0)
+
+  return {
+    globalXpMult,
+    gatherYieldMult,
+    gatherXpMult,
+    smithingSpeedMult,
+    cookingSpeedMult,
+    alchemySpeedMult,
+    combatPowerMult,
+    lootMult,
+    injuryChanceMult,
+    storageCap,
+  }
+}
+
*** Add File: src/game/expedition.js
+import { mulberry32, randomInt } from "./rng.js"
+import { computeModifiers } from "./modifiers.js"
+import { nextLevelProgress } from "./math.js"
+import { pushLog } from "./log.js"
+
+function rollRoomType(rand, roomIndex, roomCount) {
+  if (roomIndex === roomCount - 1) return "boss"
+  const r = rand()
+  if (r < 0.55) return "combat"
+  if (r < 0.7) return "event"
+  if (r < 0.85) return "rest"
+  return "treasure"
+}
+
+function makeRoom(state) {
+  const e = state.expedition
+  const rand = mulberry32(e.seed + e.roomIndex * 1337)
+  const type = rollRoomType(rand, e.roomIndex, e.roomCount)
+  const risk = e.risk
+  const baseDifficulty = 1 + Math.floor((e.roomIndex / Math.max(1, e.roomCount - 1)) * (2 + risk))
+  const difficulty = baseDifficulty + randomInt(rand, 0, 2)
+
+  const choiceMod = e._nextRoomMod ?? { lootMult: 1, difficultyAdd: 0 }
+  e._nextRoomMod = null
+
+  const finalDifficulty = Math.max(1, difficulty + (choiceMod.difficultyAdd ?? 0))
+
+  const durationSec = type === "rest" ? 6 : type === "treasure" ? 3 : type === "event" ? 0 : 8 + 3 * finalDifficulty
+
+  return {
+    type,
+    difficulty: finalDifficulty,
+    durationSec,
+    progressSec: 0,
+    lootMult: choiceMod.lootMult ?? 1,
+    resolved: false,
+  }
+}
+
+function computePlayerCombat(state) {
+  const mods = computeModifiers(state)
+  const combatLevel = nextLevelProgress(state.skills.combat.xp).level
+  const weapon = state.equipment.weaponTier ?? 0
+  const armor = state.equipment.armorTier ?? 0
+  const power = (1 + combatLevel * 0.18 + weapon * 0.45) * mods.combatPowerMult
+  const toughness = 1 + combatLevel * 0.12 + armor * 0.5
+  return { power, toughness, combatLevel }
+}
+
+function awardLoot(state, { difficulty, isBoss, lootMult }) {
+  const mods = computeModifiers(state)
+  const totalLootMult = mods.lootMult * lootMult
+  const gold = Math.ceil((6 + 5 * difficulty + (isBoss ? 20 : 0)) * totalLootMult)
+  const meat = Math.random() < 0.65 ? Math.ceil((1 + difficulty * 0.6) * totalLootMult) : 0
+  const herbs = Math.random() < 0.4 ? Math.ceil((1 + difficulty * 0.4) * totalLootMult) : 0
+  state.resources.gold += gold
+  state.resources.meat += meat
+  state.resources.herbs += herbs
+  return { gold, meat, herbs }
+}
+
+function applyInjuryIfAny(state, baseChance) {
+  const mods = computeModifiers(state)
+  const chance = baseChance * mods.injuryChanceMult
+  if (Math.random() > chance) return false
+  state._injuredUntil = Math.max(state._injuredUntil ?? 0, Date.now() + 60_000)
+  pushLog(state, "Injury! Efficiency reduced for 60s.")
+  return true
+}
+
+export function startExpedition(state, { risk = 1 }) {
+  const now = Date.now()
+  state.activity.type = "expedition"
+  state.expedition.active = true
+  state.expedition.risk = Math.max(1, Math.min(3, risk))
+  state.expedition.seed = Math.floor(Math.random() * 2 ** 31)
+  state.expedition.roomIndex = 0
+  state.expedition.roomCount = 8 + 2 * state.expedition.risk
+  state.expedition.room = makeRoom(state)
+  state.expedition.pendingChoice = null
+  state.meta.lastTickAt = now
+  pushLog(state, `Expedition started (Risk ${state.expedition.risk}).`)
+}
+
+export function stopExpedition(state) {
+  if (!state.expedition.active) return
+  state.expedition.active = false
+  state.expedition.room = null
+  state.expedition.pendingChoice = null
+  state.activity.type = "idle"
+  pushLog(state, "Expedition ended.")
+}
+
+export function chooseExpeditionOption(state, optionId) {
+  const choice = state.expedition.pendingChoice
+  if (!choice) return
+  const opt = choice.options.find((o) => o.id === optionId)
+  if (!opt) return
+  state.expedition._nextRoomMod = { lootMult: opt.lootMult, difficultyAdd: opt.difficultyAdd }
+  state.expedition.pendingChoice = null
+  pushLog(state, `Chose: ${opt.name}.`)
+  if (!state.expedition.room) state.expedition.room = makeRoom(state)
+}
+
+export function tickExpedition(state, dtSec) {
+  const e = state.expedition
+  if (!e.active) return
+  if (e.pendingChoice) return
+
+  if (!e.room) e.room = makeRoom(state)
+  const room = e.room
+  const isBoss = room.type === "boss"
+
+  if (room.type === "event") {
+    e.pendingChoice = {
+      kind: "route",
+      options: [
+        { id: "safe", name: "Safe path", lootMult: 0.9, difficultyAdd: -1 },
+        { id: "risky", name: "Risky path", lootMult: 1.35, difficultyAdd: +1 },
+      ],
+    }
+    return
+  }
+
+  const injured = (state._injuredUntil ?? 0) > Date.now()
+  const speedMult = injured ? 0.6 : 1
+
+  if (room.type === "rest") {
+    room.progressSec += dtSec * speedMult
+    if (room.progressSec >= room.durationSec) {
+      const used = state.resources.rations > 0
+      if (used) state.resources.rations -= 1
+      if (used) pushLog(state, "Rested and used 1 ration.")
+      else pushLog(state, "Rested (no rations).")
+      room.resolved = true
+    }
+  } else if (room.type === "treasure") {
+    room.progressSec += dtSec * speedMult
+    if (room.progressSec >= room.durationSec) {
+      const loot = awardLoot(state, { difficulty: room.difficulty, isBoss: false, lootMult: room.lootMult })
+      pushLog(state, `Found treasure: +${loot.gold} gold${loot.meat ? `, +${loot.meat} meat` : ""}${loot.herbs ? `, +${loot.herbs} herbs` : ""}.`)
+      room.resolved = true
+    }
+  } else {
+    // Combat/boss: scale duration by player combat power vs difficulty.
+    const { power, toughness } = computePlayerCombat(state)
+    const enemyPower = 1 + room.difficulty * (1.2 + 0.35 * e.risk) + (isBoss ? 4 : 0)
+    const combatSpeed = Math.max(0.2, power / enemyPower) * speedMult
+    room.progressSec += dtSec * combatSpeed
+
+    if (room.progressSec >= room.durationSec) {
+      const baseXp = (12 + 7 * room.difficulty + (isBoss ? 35 : 0)) * (0.9 + 0.1 * e.risk)
+      state.skills.combat.xp += baseXp * computeModifiers(state).globalXpMult
+      const loot = awardLoot(state, { difficulty: room.difficulty, isBoss, lootMult: room.lootMult })
+
+      // Injury chance depends on (enemy vs toughness), risk, and boss.
+      const danger = Math.max(0.1, enemyPower / Math.max(0.5, toughness))
+      const injuryChance = Math.min(0.35, 0.08 * danger + 0.04 * e.risk + (isBoss ? 0.05 : 0))
+      applyInjuryIfAny(state, injuryChance)
+
+      pushLog(
+        state,
+        `${isBoss ? "Boss defeated" : "Won fight"}: +${Math.floor(baseXp)} combat XP, +${loot.gold} gold.`
+      )
+      room.resolved = true
+      if (isBoss) e.stats.bossesDefeated += 1
+    }
+  }
+
+  if (!room.resolved) return
+
+  e.stats.roomsCleared += 1
+  e.roomIndex += 1
+  if (e.roomIndex >= e.roomCount) {
+    stopExpedition(state)
+    pushLog(state, "Expedition complete. Back to town.")
+    return
+  }
+  e.room = makeRoom(state)
+}
+
*** Add File: src/game/sim.js
+import { SKILLS } from "./content.js"
+import { canAfford, payCost } from "./math.js"
+import { computeModifiers } from "./modifiers.js"
+import { pushLog } from "./log.js"
+import { RECIPES } from "./recipes.js"
+import { tickExpedition } from "./expedition.js"
+
+function storageCapFor(state) {
+  return computeModifiers(state).storageCap
+}
+
+function addResource(state, resourceId, amount) {
+  const cap = storageCapFor(state)
+  const next = (state.resources[resourceId] ?? 0) + amount
+  state.resources[resourceId] = Math.max(0, Math.min(cap, next))
+}
+
+function addXp(state, skillId, amount) {
+  state.skills[skillId].xp += amount
+}
+
+function tickGather(state, dtSec) {
+  const skillId = state.activity.gatherSkill
+  const skill = SKILLS[skillId]
+  if (!skill?.yields) return
+
+  const mods = computeModifiers(state)
+  const injured = (state._injuredUntil ?? 0) > Date.now()
+  const eff = injured ? 0.6 : 1
+
+  const yieldPerSec = (skill.baseYieldPerSecond ?? 0) * mods.gatherYieldMult * eff
+  const xpPerSec = (skill.baseXpPerSecond ?? 0) * mods.gatherXpMult * eff
+
+  for (const [rid, mult] of Object.entries(skill.yields)) {
+    addResource(state, rid, yieldPerSec * mult * dtSec)
+  }
+  addXp(state, skillId, xpPerSec * dtSec)
+}
+
+function tickCraft(state, dtSec) {
+  const craft = state.activity.craft ?? {}
+  const recipe = RECIPES[craft.recipeId]
+  if (!recipe) return
+
+  const buildingLevel = state.buildings[recipe.requiresBuilding]?.level ?? 0
+  if (buildingLevel <= 0) return
+
+  craft.progressSec = craft.progressSec ?? 0
+  craft.inProgress = craft.inProgress ?? false
+  craft.remainingSec = craft.remainingSec ?? 0
+
+  const mods = computeModifiers(state)
+  const injured = (state._injuredUntil ?? 0) > Date.now()
+  const eff = injured ? 0.6 : 1
+
+  const speedMult =
+    (recipe.skill === "smithing"
+      ? mods.smithingSpeedMult
+      : recipe.skill === "cooking"
+        ? mods.cookingSpeedMult
+        : recipe.skill === "alchemy"
+          ? mods.alchemySpeedMult
+          : 1) * eff
+
+  let dt = dtSec * speedMult
+  let safety = 0
+
+  while (dt > 0 && safety++ < 100) {
+    if (!craft.inProgress) {
+      if (!canAfford(state.resources, recipe.in)) return
+      payCost(state.resources, recipe.in)
+      craft.inProgress = true
+      craft.remainingSec = recipe.durationSec
+    }
+
+    const step = Math.min(dt, craft.remainingSec)
+    craft.remainingSec -= step
+    dt -= step
+
+    if (craft.remainingSec > 0) continue
+
+    craft.inProgress = false
+
+    for (const [rid, amt] of Object.entries(recipe.out ?? {})) {
+      addResource(state, rid, amt)
+    }
+    addXp(state, recipe.skill, recipe.xp * mods.globalXpMult)
+
+    if (recipe.special === "weapon") {
+      state.equipment.weaponTier = Math.min(10, (state.equipment.weaponTier ?? 0) + 1)
+      pushLog(state, `Crafted weapon tier ${state.equipment.weaponTier}.`)
+    } else if (recipe.special === "armor") {
+      state.equipment.armorTier = Math.min(10, (state.equipment.armorTier ?? 0) + 1)
+      pushLog(state, `Crafted armor tier ${state.equipment.armorTier}.`)
+    }
+  }
+}
+
+export function tickSimulation(state, dtSec) {
+  // Clamp huge dt (tab inactive / sleep) to keep sim stable; offline progress handles longer spans.
+  const dt = Math.max(0, Math.min(1, dtSec))
+
+  // Clear injury flag if time passed (kept as timestamp).
+  if ((state._injuredUntil ?? 0) <= Date.now()) state._injuredUntil = 0
+
+  // Activity tick
+  if (state.activity.type === "gather") tickGather(state, dt)
+  if (state.activity.type === "craft") tickCraft(state, dt)
+  if (state.activity.type === "expedition") tickExpedition(state, dt)
+
+  // Passive trickle: low-value, but keeps the world feeling alive.
+  const workshopLvl = state.buildings.workshop?.level ?? 0
+  if (workshopLvl > 0) {
+    addResource(state, "wood", dt * 0.08 * workshopLvl)
+    addResource(state, "ore", dt * 0.06 * workshopLvl)
+  }
+}
+
+export function runOfflineProgress(state, seconds) {
+  const maxSeconds = 8 * 3600
+  const total = Math.max(0, Math.min(maxSeconds, seconds))
+  if (total <= 1) return 0
+
+  let simulated = 0
+  const step = 1
+  while (simulated + step <= total) {
+    // Stop if expedition needs a choice; don’t auto-pick offline.
+    if (state.expedition?.pendingChoice) break
+    tickSimulation(state, step)
+    simulated += step
+  }
+  return simulated
+}
+
*** End Patch
2026-01-18T18:28:45.148589Z  INFO ToolCall: apply_patch *** Begin Patch
*** Update File: src/game/expedition.js
@@
 import { mulberry32, randomInt } from "./rng.js"
 import { computeModifiers } from "./modifiers.js"
 import { nextLevelProgress } from "./math.js"
 import { pushLog } from "./log.js"
 
+function addResourceCapped(state, resourceId, amount) {
+  const cap = computeModifiers(state).storageCap
+  const next = (state.resources[resourceId] ?? 0) + amount
+  state.resources[resourceId] = Math.max(0, Math.min(cap, next))
+}
+
 function rollRoomType(rand, roomIndex, roomCount) {
   if (roomIndex === roomCount - 1) return "boss"
   const r = rand()
   if (r < 0.55) return "combat"
